customer_id,region,age,purchase_frequency,avg_order_value,discount_usage_rate,last_purchase_days,total_spend,churn_flag
198,West,49,3,2252.97640486782,0.014882936436948158,90,6758.9292146034595,0
199,North,32,5,1994.2000730485956,0.5855079129724281,109,9971.000365242979,0
200,East,54,5,2087.0231405319346,0.9465135529633144,21,10435.115702659674,0
201,East,30,10,1493.398466887521,0.5535105579502465,341,14933.98466887521,1
202,West,22,4,1190.968331706788,0.52793291714318,9,4763.873326827152,0
203,East,28,4,1441.0709263967412,0.6702254739467417,364,5764.283705586965,1
204,North,27,9,1156.496184447981,0.8708877242661983,56,10408.465660031829,0
205,West,30,5,2112.218879955345,0.5647563415638692,202,10561.094399776724,1
206,North,58,4,2469.5461206632917,0.40643627494406753,318,9878.184482653167,1
207,West,32,2,1526.0676298413496,0.03708012862082255,345,3052.135259682699,1
208,West,59,4,2504.2530253033897,0.11106544450962275,85,10017.012101213559,0
209,South,24,4,2225.896292311264,0.6487213676525206,226,8903.585169245056,1
210,North,57,5,1723.1256125883133,0.6189385631652563,159,8615.628062941567,0
211,East,45,2,1825.3053383032504,0.23902744862997316,194,3650.610676606501,0
212,East,49,8,2557.7402153935163,0.71892300055051,106,20461.92172314813,0
213,North,52,3,838.1337441801984,0.27966572278735025,360,2514.401232540595,1
214,East,32,5,2555.709762306814,0.30497422050928935,144,12778.54881153407,0
215,East,53,4,2448.010278526628,0.0613974824811061,163,9792.041114106512,0
216,North,38,5,1705.386571077234,0.5502813511644925,177,8526.93285538617,0
217,West,23,7,1953.5726639514887,0.28769533510375256,242,13675.008647660421,1
218,North,18,6,2813.390944087617,0.8189388094433159,159,16880.345664525703,0
219,West,21,7,1345.057849831384,0.8014669791774017,76,9415.404948819687,0
220,East,28,3,1908.9797687721705,0.1284425467100463,310,5726.939306316512,1
221,East,43,8,2323.6166809547103,0.1599931768296079,23,18588.933447637683,0
222,East,54,3,2104.853157855854,0.3209904227999212,234,6314.559473567562,1
223,South,40,6,2026.0277645694555,0.5808544418968548,102,12156.166587416734,0
224,West,46,6,2908.384101104791,0.3425142819315652,17,17450.304606628746,0
225,South,38,6,1445.9089183203685,0.3502559488008812,364,8675.45350992221,1
226,South,44,3,1468.3216159322283,0.1400606805132366,14,4404.964847796685,0
227,North,56,1,743.4813294421351,0.33559844918359283,97,743.4813294421351,0
228,South,57,6,1460.6674094572497,0.4704065632390282,176,8764.004456743498,0
229,North,30,5,1667.4600560405331,0.9847192923547985,304,8337.300280202666,1
230,North,40,2,2159.930786107121,0.8379648507004084,6,4319.861572214242,0
231,South,33,4,2479.875593341024,0.7929815760229473,279,9919.502373364096,1
232,West,47,10,1518.0392239368239,0.5598206441901459,304,15180.392239368239,1
233,West,21,3,1928.6630093020256,0.3600898646222629,177,5785.989027906076,0
234,West,57,11,2697.963096139678,0.8569464027118598,317,29677.59405753646,1
235,West,33,2,1906.2517065910615,0.3474295673462393,159,3812.503413182123,0
236,West,48,3,2259.3504971559432,0.5927960078810025,133,6778.05149146783,0
237,South,59,3,2560.4372304471817,0.25717573552433526,323,7681.311691341545,1
238,South,42,2,1535.0571278357177,0.7764096915263987,166,3070.1142556714353,0
239,East,29,3,1433.328602688542,0.5145331210928427,245,4299.985808065627,1
240,West,43,6,2810.516869700641,0.8951685350819185,31,16863.101218203847,0
241,South,54,6,2289.6067204558994,0.5689001173934636,186,13737.640322735397,0
242,East,50,7,1336.512858813687,0.1643046769093085,182,9355.59001169581,0
243,West,45,3,1471.6696350649981,0.9929477274494516,17,4415.008905194994,0
244,North,26,5,1899.8146092526035,0.5019659390052948,278,9499.073046263018,1
245,East,29,2,2696.82340913803,0.2507080522018196,192,5393.64681827606,0
246,South,22,5,2490.866718675829,0.32928309558108404,269,12454.333593379144,1
247,North,45,4,2533.5322433920264,0.121234189772503,241,10134.128973568106,1
248,North,52,1,1781.7875024572938,0.07394017274641318,300,1781.7875024572938,1
249,North,22,3,1996.1702747822367,0.45056627349043743,175,5988.51082434671,0
250,East,51,3,1600.824664726168,0.9518731195885158,6,4802.473994178505,0
251,South,51,8,1792.1717668355057,0.12297762537116708,10,14337.374134684045,0
252,North,30,10,1438.5951093658368,0.9027242052240017,58,14385.951093658368,0
253,West,56,4,1564.047032403117,0.7967344325956497,40,6256.188129612468,0
254,North,59,5,1636.9243292618203,0.8064264793196937,14,8184.621646309101,0
255,North,31,6,1927.44989589691,0.7099533519622555,151,11564.69937538146,0
256,East,28,3,2210.3492913227465,0.591835672325236,327,6631.047873968239,1
257,East,59,11,2833.143942678885,0.12138740663851522,216,31164.58336946774,1
258,South,55,5,1817.249428421009,0.5756527125136621,143,9086.247142105045,0
259,West,21,5,2293.9666291269536,0.3519776078056783,297,11469.833145634768,1
260,East,50,3,1910.3900340927962,0.10530436164681278,128,5731.170102278389,0
261,North,24,7,2481.4375056306467,0.8038279616662696,308,17370.062539414528,1
262,South,58,2,1372.3473452848475,0.5465486271352878,266,2744.694690569695,1
263,North,25,5,1732.2134956583077,0.7449552795002247,343,8661.067478291538,1
264,North,54,4,2331.423346597877,0.4795100852574875,241,9325.693386391507,1
265,East,27,6,2290.785662021105,0.5517171945650801,155,13744.71397212663,0
266,South,32,4,2299.9734028596226,0.7123432111749485,51,9199.89361143849,0
267,West,55,5,2704.6210522440742,0.24694687263778392,363,13523.105261220371,1
268,West,32,3,1133.1413424389357,0.8470484874909826,110,3399.424027316807,0
269,East,22,5,1372.7774663291136,0.4209483473801988,60,6863.887331645568,0
270,East,46,6,2280.6276834531154,0.7084893495041372,223,13683.766100718693,1
271,South,36,3,2406.7060875010657,0.3260801841781086,6,7220.118262503197,0
272,West,27,7,2327.546433157492,0.702474805068327,112,16292.825032102446,0
273,West,29,4,3354.346589644454,0.04352119000011101,205,13417.386358577816,1
274,West,21,2,1542.0630057302383,0.929261831309785,284,3084.1260114604765,1
275,North,48,12,2184.603589211874,0.7868947095069554,144,26215.243070542485,0
276,West,35,4,1964.5550157683106,0.6648055653669035,17,7858.220063073242,0
277,North,33,2,2310.6907717711865,0.3238821442533999,174,4621.381543542373,0
278,South,57,7,2187.91181812553,0.8425875314531732,249,15315.38272687871,1
279,North,53,1,1741.1986462083214,0.7676859533132673,10,1741.1986462083214,0
280,South,42,0,2193.9008055821296,0.45308448560352943,159,0.0,0
281,West,40,3,2041.734488808078,0.19744983439546493,59,6125.203466424234,0
282,West,29,10,2064.097818130402,0.17551400573582898,234,20640.97818130402,1
283,South,51,2,2566.8907042032997,0.4881959050396898,134,5133.781408406599,0
284,East,53,9,3240.3408467194376,0.7834080952771355,340,29163.06762047494,1
285,South,54,3,1043.1049143714358,0.7144652286867672,177,3129.3147431143075,0
286,East,20,6,2644.420699772647,0.49356428704072763,361,15866.524198635881,1
287,North,26,5,2321.236995064818,0.2044272465538839,149,11606.18497532409,0
288,North,35,3,1629.1629298644189,0.23923048653897938,153,4887.488789593257,0
289,North,52,8,1818.710163471561,0.05763747201546876,36,14549.681307772487,0
290,West,51,4,2441.031418069477,0.17679613267032135,107,9764.125672277907,0
291,North,58,5,2025.2678397749826,0.012759320780179384,162,10126.339198874914,0
292,East,31,4,1975.5018272074035,0.6744947606835383,328,7902.007308829614,1
293,North,21,4,1656.672678555031,0.588239551787682,14,6626.690714220124,0
294,South,46,3,1620.4529028390866,0.9879563356508939,49,4861.35870851726,0
295,South,58,5,1517.1522049481628,0.7627730871020663,343,7585.761024740814,1
296,West,32,3,1745.043278508629,0.2462405195290145,76,5235.129835525888,0
297,South,45,7,1935.7416059034101,0.7078923165554715,84,13550.191241323872,0
298,East,59,2,2177.228651750263,0.012171753442752897,60,4354.457303500526,0
299,North,33,7,1588.4800110587798,0.9861576386901741,344,11119.360077411458,1
300,West,29,4,2377.7585578755056,0.6144353078182576,161,9511.034231502023,0
301,North,22,3,1546.0410649336623,0.11967016337828595,162,4638.123194800986,0
302,North,51,3,2384.4475841589137,0.49851921314316405,250,7153.342752476741,1
303,East,59,8,1566.9947030860853,0.940614347643165,288,12535.957624688683,1
304,South,18,10,3008.5424174273603,0.8497000650611468,234,30085.424174273605,1
305,South,56,5,2324.160106359692,0.2989189729591265,285,11620.800531798459,1
306,North,49,8,2420.513399165354,0.39614639435014254,358,19364.10719332283,1
307,West,43,1,1913.9990156946367,0.8535581304797176,126,1913.9990156946367,0
308,South,34,6,2303.5572463924873,0.9000115972317302,241,13821.343478354924,1
309,West,44,2,1373.9208846837707,0.9145970431298311,342,2747.8417693675415,1
310,South,41,4,1511.9734747840666,0.9478895250242317,199,6047.893899136267,0
311,West,52,4,1846.3249746237448,0.5005420558023951,327,7385.299898494979,1
312,East,59,8,2758.947333561108,0.8615190403608661,360,22071.578668488863,1
313,West,56,7,2503.2853602394666,0.34697331551431965,142,17522.997521676265,0
314,East,43,4,881.7305007608231,0.8381067258825053,7,3526.9220030432925,0
315,East,55,7,1506.9672059400878,0.3474647315972701,337,10548.770441580615,1
316,West,40,5,1956.6048353543347,0.6083179233358239,161,9783.024176771673,0
317,East,39,7,2628.1647293619185,0.4684649380353919,22,18397.15310553343,0
318,North,21,3,2122.094513661901,0.8929391994383793,270,6366.283540985703,1
319,East,26,4,731.3094028733815,0.06652088803387779,129,2925.237611493526,0
320,South,21,8,1413.6727010425302,0.9487931515820073,41,11309.381608340242,0
321,West,24,7,2360.0344613902585,0.46209449471807185,29,16520.241229731808,0
322,North,40,2,2102.048665076148,0.48139298206387193,337,4204.097330152296,1
323,West,19,2,2067.4599247585493,0.8278169877388473,347,4134.919849517099,1
324,South,41,6,2555.9880052017998,0.666181977999174,45,15335.928031210799,0
325,South,57,8,1826.9147586794236,0.9537099780202871,136,14615.318069435389,0
326,South,48,4,2349.4006878172295,0.5466161790257963,134,9397.602751268918,0
327,East,48,6,2820.9222791162856,0.5586518111849689,236,16925.533674697712,1
328,East,57,8,2112.2197266029757,0.9717026654564668,279,16897.757812823806,1
329,West,51,6,1552.8111808558895,0.9264401902437653,60,9316.867085135336,0
330,West,41,4,1786.7460697736276,0.20869296204780519,297,7146.98427909451,1
331,North,43,6,1548.3825271644978,0.306944794283999,14,9290.295162986986,0
332,North,33,6,879.4929377726112,0.6253388415608582,283,5276.957626635667,1
333,West,30,4,1604.725582478969,0.939375004799566,195,6418.902329915876,0
334,East,32,4,2317.751772357827,0.5633568217629792,140,9271.007089431308,0
335,South,44,5,2004.6985352146012,0.7328229556624958,107,10023.492676073005,0
336,West,21,9,2679.4360639292618,0.09399868433758307,168,24114.924575363355,0
337,North,33,5,2071.961827251462,0.5226241597342989,65,10359.80913625731,0
338,East,47,6,2441.8072158894192,0.14760166215566273,17,14650.843295336515,0
339,West,47,9,1120.165515428973,0.26063211641063067,123,10081.489638860758,0
340,West,53,3,1780.6858431091105,0.1663045714065332,146,5342.057529327331,0
341,East,20,10,1865.5239114433793,0.16591205840974665,10,18655.239114433793,0
342,West,39,7,1587.2771186905927,0.9917075330611368,273,11110.93983083415,1
343,East,39,6,2762.873718471704,0.29824535928759155,150,16577.242310830225,0
344,South,29,5,1035.0343601127447,0.5654849116556717,362,5175.171800563723,1
345,East,38,5,1943.0599257901617,0.02008542010359804,270,9715.299628950808,1
346,East,21,9,2566.2553372328357,0.8063861948807562,41,23096.298035095522,0
347,East,48,7,2381.678877303996,0.6802277400314765,264,16671.752141127974,1
348,West,48,7,1810.095007035332,0.2287785159911564,327,12670.665049247324,1
349,West,40,5,1549.9901414216663,0.03606008851007814,306,7749.950707108332,1
350,East,37,2,2545.500534179926,0.2745809866723249,251,5091.001068359852,1
351,West,32,5,1739.4486725586798,0.6285803967889496,352,8697.243362793399,1
352,North,40,4,1584.741049691596,0.015202885349548279,43,6338.964198766384,0
353,North,45,7,2500.0405267694287,0.07535880337171841,123,17500.283687386,0
354,West,33,3,2153.689230623507,0.4093473180720003,340,6461.06769187052,1
355,West,54,3,1823.9895538347378,0.17599914738134703,42,5471.968661504214,0
356,East,38,6,2162.608552020314,0.6318100459463313,301,12975.651312121885,1
357,South,32,3,2222.5662154598494,0.17465908114846684,39,6667.698646379548,0
358,West,34,5,1973.126506187589,0.9936148719756034,66,9865.632530937944,0
359,North,54,3,2076.8630211317386,0.4358128812129243,64,6230.589063395216,0
360,East,30,8,918.6612234728109,0.1483166798751575,189,7349.289787782487,0
361,West,36,3,1947.199742191727,0.07383399212660613,166,5841.599226575181,0
362,North,47,7,1680.1992062567626,0.4205603570187516,322,11761.394443797339,1
363,North,35,5,1600.331078588552,0.8090921994009956,259,8001.655392942759,1
364,South,31,6,1657.6608520116965,0.4388350921759775,137,9945.965112070178,0
365,East,53,4,1751.680259652813,0.14108025097352705,109,7006.721038611252,0
366,East,53,6,1851.4284509420843,0.4887090275406937,43,11108.570705652506,0
367,South,37,7,2083.034333591264,0.3373706322985187,109,14581.240335138848,0
368,South,36,10,1633.2350483689886,0.5018685666999155,357,16332.350483689886,1
369,East,24,7,2259.0431114966714,0.3911372369273338,344,15813.3017804767,1
